away_mascot,home_mascot,Weather,Week,Wind,Year
Panthers,Cowboys,68f Humid and Mostly Cloudy,12,11m SE,2015
Bears,Packers,35f Light Rain,12,10m N,2015
Saints,Texans,55f Overcast,12,8m NNW,2015
Rams,Bengals,45f Mostly Cloudy,12,6m NE,2015
Vikings,Falcons,DOME,12,1m S,2015
Giants,Redskins,46f Overcast,12,5m N,2015
Buccaneers,Colts,DOME,12,8m NE,2015
Bills,Chiefs,34f Light Rain,12,5m NE,2015
Raiders,Titans,57f Overcast,12,2m NNE,2015
Chargers,Jaguars,75f Clear,12,6m NE,2015
Dolphins,Jets,48f Clear,12,5m NNW,2015
Cardinals,49ers,57f Clear,12,2m NNW,2015
Steelers,Seahawks,37f Mostly Cloudy,12,2m SSW,2015
Patriots,Broncos,21f Light Snow,12,0m NNW,2015
Packers,Lions,DOME,13,11m WSW,2015
Jets,Giants,52f Clear,13,5m SSW,2015
Cardinals,Rams,DOME,13,4m SW,2015
Falcons,Buccaneers,78f Partly Cloudy,13,11m NE,2015
Seahawks,Vikings,36f Overcast,13,3m W,2015
Texans,Bills,49f Mostly Cloudy,13,4m WSW,2015
Ravens,Dolphins,78f Mostly Cloudy,13,14m NE,2015
Bengals,Browns,46f Mostly Cloudy,13,5m SW,2015
Jaguars,Titans,56f Mostly Cloudy,13,4m SSW,2015
49ers,Bears,46f Clear,13,4m SSW,2015
Broncos,Chargers,71f Partly Cloudy,13,7m NW,2015
Chiefs,Raiders,60f Mostly Cloudy,13,3m WSW,2015
Panthers,Saints,DOME,13,3m NNE,2015
Eagles,Patriots,44f Clear,13,5m SSW,2015
Colts,Steelers,35f Partly Cloudy,13,2m S,2015
Vikings,Cardinals,DOME,14,1m NE,2015
Bills,Eagles,69f Mostly Cloudy,14,1m SW,2015
49ers,Browns,62f Mostly Cloudy,14,8m SSE,2015
Lions,Rams,DOME,14,15m SSE,2015
Saints,Buccaneers,80f Partly Cloudy,14,12m ESE,2015
Titans,Jets,65f Mostly Cloudy,14,4m ENE,2015
Steelers,Bengals,65f Partly Cloudy,14,6m SSE,2015
Colts,Jaguars,77f Partly Cloudy,14,8m E,2015
Chargers,Chiefs,60f Light Rain,14,11m SSE,2015
Redskins,Bears,58f Overcast,14,11m S,2015
Falcons,Panthers,70f Mostly Cloudy,14,6m S,2015
Seahawks,Ravens,66f Mostly Cloudy,14,3m SE,2015
Raiders,Broncos,39f Partly Cloudy,14,2m N,2015
Cowboys,Packers,52f Drizzle,14,9m S,2015
Patriots,Texans,52f Partly Cloudy,14,3m S,2015
Buccaneers,Rams,DOME,15,6m WNW,2015
Jets,Cowboys,50f Clear,15,7m SSE,2015
Bears,Vikings,36f Mostly Cloudy,15,3m SSW,2015
Falcons,Jaguars,68f Clear,15,7m ENE,2015
Texans,Colts,DOME,15,13m S,2015
Panthers,Giants,41f Clear,15,4m W,2015
Titans,Patriots,39f Clear,15,5m W,2015
Bills,Redskins,45f Clear,15,3m S,2015
Chiefs,Ravens,43f Clear,15,3m SSW,2015
Browns,Seahawks,44f Mostly Cloudy,15,8m SSW,2015
Packers,Raiders,51f Overcast,15,10m S,2015
Broncos,Steelers,36f Clear,15,3m SE,2015
Dolphins,Chargers,60f Partly Cloudy,15,6m W,2015
Bengals,49ers,52f Mostly Cloudy,15,5m S,2015
Cardinals,Eagles,34f Clear,15,3m S,2015
Chargers,Raiders,46f Clear,16,8m WNW,2015
Redskins,Eagles,50f Overcast,16,5m ENE,2015
Patriots,Jets,56f Overcast,16,7m SW,2015
Texans,Titans,72f Mostly Cloudy,16,10m SSW,2015
Browns,Chiefs,34f Overcast,16,12m NNE,2015
Colts,Dolphins,81f Partly Cloudy,16,13m ESE,2015
49ers,Lions,DOME,16,13m NNW,2015
Cowboys,Bills,37f Mostly Cloudy,16,5m NW,2015
Bears,Buccaneers,83f Clear,16,11m SE,2015
Panthers,Falcons,DOME,16,5m S,2015
Steelers,Ravens,63f Overcast,16,6m SW,2015
Jaguars,Saints,DOME,16,11m SE,2015
Rams,Seahawks,37f Rain,16,2m SSE,2015
Packers,Cardinals,DOME,16,2m WSW,2015
Giants,Vikings,12f Clear,16,5m N,2015
Jets,Bills,30f Partly Cloudy,17,10m WSW,2015
Patriots,Dolphins,78f Mostly Cloudy,17,4m NE,2015
Saints,Falcons,DOME,17,8m WNW,2015
Ravens,Bengals,33f Mostly Cloudy,17,5m NW,2015
Steelers,Browns,34f Mostly Cloudy,17,12m WNW,2015
Jaguars,Texans,56f Partly Cloudy,17,4m NNW,2015
Titans,Colts,DOME,17,6m NW,2015
Redskins,Cowboys,54f Clear,17,4m NNW,2015
Eagles,Giants,44f Clear,17,10m W,2015
Lions,Bears,30f Mostly Cloudy,17,10m NW,2015
Buccaneers,Panthers,48f Clear,17,5m SSW,2015
Raiders,Chiefs,32f Clear,17,7m N,2015
Chargers,Broncos,44f Clear,17,0m NE,2015
Seahawks,Cardinals,DOME,17,6m ESE,2015
Rams,49ers,57f Partly Cloudy,17,0m NW,2015
Panthers,Broncos,82f Clear,1,2m SSE,2016
Buccaneers,Falcons,DOME,1,2m NNW,2016
Vikings,Titans,77f Clear,1,3m NE,2016
Browns,Eagles,83f Clear,1,9m NW,2016
Bengals,Jets,80f Partly Cloudy,1,9m NW,2016
Raiders,Saints,DOME,1,3m E,2016
Chargers,Chiefs,73f Clear,1,7m S,2016
Bills,Ravens,82f Partly Cloudy,1,7m NW,2016
Bears,Texans,87f Clear,1,2m NNE,2016
Packers,Jaguars,91f Partly Cloudy,1,1m ESE,2016
Dolphins,Seahawks,64f Partly Cloudy,1,2m W,2016
Giants,Cowboys,87f Clear,1,2m N,2016
Lions,Colts,DOME,1,0m E,2016
Patriots,Cardinals,DOME,1,6m WSW,2016
Steelers,Redskins,76f Clear,1,3m E,2016
Jets,Bills,54f Clear,2,2m NE,2016
49ers,Panthers,85f Partly Cloudy,2,3m SE,2016
Cowboys,Redskins,84f Clear,2,5m S,2016
Bengals,Steelers,71f Humid and Mostly Cloudy,2,3m SSE,2016
Saints,Giants,79f Partly Cloudy,2,5m SSW,2016
Dolphins,Patriots,78f Partly Cloudy,2,6m SSW,2016
Chiefs,Texans,89f Partly Cloudy,2,2m WSW,2016
Titans,Lions,DOME,2,3m SSW,2016
Ravens,Browns,75f Partly Cloudy,2,5m NW,2016
Seahawks,Rams,85f Clear,2,4m WSW,2016
Buccaneers,Cardinals,DOME,2,1m SE,2016
Jaguars,Chargers,78f Clear,2,5m WSW,2016
Falcons,Raiders,83f Clear,2,3m WNW,2016
Colts,Broncos,86f Clear,2,1m N,2016
Packers,Vikings,DOME,2,4m S,2016
Texans,Patriots,68f Clear,3,3m S,2016
Cardinals,Bills,62f Clear,3,1m NE,2016
Raiders,Titans,89f Clear,3,3m NW,2016
Redskins,Giants,67f Clear,3,4m NNW,2016
Browns,Dolphins,85f Partly Cloudy,3,7m E,2016
Ravens,Jaguars,87f Partly Cloudy,3,4m NE,2016
Lions,Packers,72f Mostly Cloudy,3,10m SSE,2016
Broncos,Bengals,82f Clear,3,0m S,2016
Vikings,Panthers,84f Mostly Cloudy,3,2m NE,2016
Rams,Buccaneers,89f Partly Cloudy,3,3m W,2016
49ers,Seahawks,69f Partly Cloudy,3,2m NW,2016
Jets,Chiefs,65f Mostly Cloudy,3,6m NW,2016
Chargers,Colts,DOME,3,4m S,2016
Steelers,Eagles,71f Clear,3,1m NW,2016
Bears,Cowboys,75f Humid and Mostly Cloudy,3,4m N,2016
Dolphins,Bengals,59f Mostly Cloudy,4,0m NNW,2016
Colts,Jaguars,58f Partly Cloudy,4,6m NNW,2016
Titans,Texans,82f Clear,4,4m NE,2016
Browns,Redskins,70f Mostly Cloudy,4,1m N,2016
Seahawks,Jets,61f Overcast,4,0m NNE,2016
Bills,Patriots,56f Overcast,4,2m N,2016
Panthers,Falcons,DOME,4,0m NW,2016
Raiders,Ravens,67f Mostly Cloudy,4,0m ESE,2016
Lions,Bears,64f Mostly Cloudy,4,2m W,2016
Broncos,Buccaneers,89f Drizzle,4,4m N,2016
Rams,Cardinals,DOME,4,4m E,2016
Saints,Chargers,73f Clear,4,6m WSW,2016
Cowboys,49ers,68f Partly Cloudy,4,8m WNW,2016
Chiefs,Steelers,60f Rain,4,0m SSW,2016
Cardinals,49ers,72f Clear,5,7m NW,2016
Patriots,Browns,57f Partly Cloudy,5,9m NW,2016
Eagles,Lions,DOME,5,6m NNW,2016
Bears,Colts,DOME,5,0m ESE,2016
Titans,Dolphins,87f Clear,5,12m NE,2016
Redskins,Ravens,61f Partly Cloudy,5,12m NNW,2016
Texans,Vikings,DOME,5,4m SSE,2016
Jets,Steelers,57f Partly Cloudy,5,6m NW,2016
Falcons,Broncos,73f Mostly Cloudy,5,1m ENE,2016
Bengals,Cowboys,74f Clear,5,3m NE,2016
Bills,Rams,87f Clear,5,5m WSW,2016
Chargers,Raiders,78f Clear,5,4m WNW,2016
Giants,Packers,48f Clear,5,2m E,2016
Broncos,Chargers,69f Clear,6,6m WNW,2016
49ers,Bills,72f Mostly Cloudy,6,9m SW,2016
Eagles,Redskins,69f Clear,6,5m SSW,2016
Browns,Titans,79f Partly Cloudy,6,7m S,2016
Ravens,Giants,66f Mostly Cloudy,6,6m SSW,2016
Panthers,Saints,DOME,6,4m ENE,2016
Jaguars,Bears,67f Overcast,6,3m SSW,2016
Rams,Lions,DOME,6,11m SW,2016
Steelers,Dolphins,82f Partly Cloudy,6,11m ENE,2016
Bengals,Patriots,66f Clear,6,7m SSW,2016
Chiefs,Raiders,61f Light Rain,6,5m WSW,2016
Falcons,Seahawks,54f Mostly Cloudy,6,5m S,2016
Cowboys,Packers,67f Clear,6,4m NE,2016
Colts,Texans,80f Clear,6,6m SE,2016
Bears,Packers,47f Mostly Cloudy,7,3m NNW,2016
Giants,Rams,54f Partly Cloudy,7,10m ENE,2016
Saints,Chiefs,69f Clear,7,6m WSW,2016
Colts,Titans,71f Clear,7,5m SW,2016
Vikings,Eagles,61f Mostly Cloudy,7,10m W,2016
Browns,Bengals,66f Clear,7,6m SSW,2016
Redskins,Lions,DOME,7,5m SSW,2016
Raiders,Jaguars,72f Clear,7,5m NNE,2016
Bills,Dolphins,80f Partly Cloudy,7,10m NE,2016
Ravens,Jets,58f Partly Cloudy,7,11m W,2016
Buccaneers,49ers,69f Clear,7,2m W,2016
Chargers,Falcons,DOME,7,2m WNW,2016
Patriots,Steelers,63f Clear,7,6m SW,2016
Seahawks,Cardinals,DOME,7,1m WNW,2016
Jaguars,Titans,66f Clear,8,4m NNW,2016
Redskins,Bengals,52f Mostly Cloudy,8,3m ESE,2016
Chiefs,Colts,DOME,8,5m NW,2016
Raiders,Buccaneers,84f Clear,8,10m ENE,2016
Seahawks,Saints,DOME,8,4m ENE,2016
Lions,Texans,80f Clear,8,3m ENE,2016
Jets,Browns,54f Mostly Cloudy,8,9m N,2016
Patriots,Bills,50f Drizzle,8,2m NW,2016
Chargers,Broncos,75f Mostly Cloudy,8,3m ESE,2016
Packers,Falcons,DOME,8,3m WNW,2016
Cardinals,Panthers,80f Clear,8,4m WSW,2016
Eagles,Cowboys,78f Clear,8,3m SSE,2016
Falcons,Buccaneers,75f Partly Cloudy,9,2m NNE,2016
Lions,Vikings,DOME,9,5m S,2016
Eagles,Giants,57f Clear,9,8m NNW,2016
Jets,Dolphins,79f Clear,9,11m ENE,2016
Jaguars,Chiefs,60f Clear,9,6m SSE,2016
Cowboys,Browns,56f Clear,9,2m NW,2016
Steelers,Ravens,63f Mostly Cloudy,9,10m NNW,2016
Saints,49ers,68f Partly Cloudy,9,1m NW,2016
Panthers,Rams,72f Clear,9,3m SSW,2016
Colts,Packers,67f Clear,9,5m SSW,2016
Titans,Chargers,74f Clear,9,3m W,2016
Broncos,Raiders,67f Partly Cloudy,9,3m WNW,2016
Browns,Ravens,52f Clear,10,1m SW,2016
Texans,Jaguars,71f Partly Cloudy,10,6m N,2016
Broncos,Saints,DOME,10,4m N,2016
Rams,Jets,55f Clear,10,4m W,2016
Falcons,Eagles,54f Clear,10,6m W,2016
Chiefs,Panthers,48f Partly Cloudy,10,4m N,2016
Bears,Buccaneers,77f Clear,10,2m SE,2016
Vikings,Redskins,55f Clear,10,4m WSW,2016
Packers,Titans,55f Clear,10,0m NNW,2016
Dolphins,Chargers,84f Clear,10,3m WNW,2016
49ers,Cardinals,DOME,10,1m SSE,2016
Cowboys,Steelers,54f Clear,10,2m SW,2016
Seahawks,Patriots,45f Clear,10,2m SW,2016
Saints,Panthers,57f Clear,11,2m S,2016
Steelers,Browns,35f Overcast,11,16m WNW,2016
Ravens,Cowboys,53f Clear,11,7m S,2016
Jaguars,Lions,DOME,11,16m NW,2016
Titans,Colts,DOME,11,7m WNW,2016
Bills,Bengals,37f Overcast,11,7m WNW,2016
Buccaneers,Chiefs,43f Partly Cloudy,11,8m SE,2016
Bears,Giants,40f Mostly Cloudy,11,12m W,2016
Cardinals,Vikings,DOME,11,2m ESE,2016
Dolphins,Rams,63f Partly Cloudy,11,4m SW,2016
Patriots,49ers,61f Light Rain,11,1m SSW,2016
Eagles,Seahawks,51f Overcast,11,4m S,2016
Packers,Redskins,38f Partly Cloudy,11,15m W,2016
Vikings,Lions,DOME,12,7m WSW,2016
Redskins,Cowboys,69f Clear,12,5m S,2016
Steelers,Colts,DOME,12,4m W,2016
Titans,Bears,38f Foggy,12,5m S,2016
Jaguars,Bills,38f Mostly Cloudy,12,6m W,2016
Bengals,Ravens,49f Clear,12,8m NW,2016
Cardinals,Falcons,DOME,12,0m NE,2016
Giants,Browns,46f Clear,12,10m SSW,2016
Rams,Saints,DOME,12,2m E,2016
49ers,Dolphins,79f Clear,12,10m NNE,2016
Chargers,Texans,67f Clear,12,9m SE,2016
Seahawks,Buccaneers,78f Partly Cloudy,12,7m E,2016
Panthers,Raiders,56f Clear,12,6m NW,2016
Patriots,Jets,48f Partly Cloudy,12,8m WNW,2016
Chiefs,Broncos,44f Mostly Cloudy,12,6m WNW,2016
Cowboys,Vikings,DOME,13,5m NW,2016
Chiefs,Falcons,DOME,13,5m ENE,2016
Lions,Saints,DOME,13,1m WNW,2016
Rams,Patriots,37f Partly Cloudy,13,7m NNW,2016
Broncos,Jaguars,75f Partly Cloudy,13,3m ESE,2016
Texans,Packers,31f Snow,13,4m SSE,2016
Eagles,Bengals,41f Mostly Cloudy,13,3m ESE,2016
Dolphins,Ravens,45f Clear,13,3m NNW,2016
49ers,Bears,35f Light Rain,13,5m ESE,2016
Bills,Raiders,55f Clear,13,2m WNW,2016
Giants,Steelers,40f Partly Cloudy,13,2m E,2016
Redskins,Cardinals,DOME,13,1m SSW,2016
Buccaneers,Chargers,71f Clear,13,3m WNW,2016
Panthers,Seahawks,41f Mostly Cloudy,13,1m S,2016
Raiders,Chiefs,23f Clear,14,4m NW,2016
Steelers,Bills,24f Snow,14,6m S,2016
Broncos,Titans,48f Partly Cloudy,14,11m S,2016
Saints,Buccaneers,75f Partly Cloudy,14,9m E,2016
Redskins,Eagles,33f Mostly Cloudy,14,2m S,2016
Cardinals,Dolphins,75f Partly Cloudy,14,15m E,2016
Chargers,Panthers,42f Mostly Cloudy,14,2m SSE,2016
Bengals,Browns,28f Light Snow,14,13m SSE,2016
Bears,Lions,DOME,14,12m S,2016
Texans,Colts,DOME,14,8m S,2016
Vikings,Jaguars,66f Clear,14,1m ENE,2016
Jets,49ers,53f Partly Cloudy,14,3m NNW,2016
Falcons,Rams,64f Mostly Cloudy,14,2m SW,2016
Seahawks,Packers,27f Mostly Cloudy,14,2m SW,2016
Cowboys,Giants,30f Mostly Cloudy,14,2m SSW,2016
Rams,Seahawks,35f Mostly Cloudy,15,3m NNE,2016
Dolphins,Jets,34f Mostly Cloudy,15,3m SW,2016
Packers,Bears,9f Partly Cloudy,15,7m WNW,2016
Jaguars,Texans,37f Mostly Cloudy,15,11m N,2016
Browns,Bills,25f Mostly Cloudy,15,12m WNW,2016
Eagles,Ravens,58f Light Rain,15,6m WNW,2016
Titans,Chiefs,2f Clear,15,2m NW,2016
Lions,Giants,48f Mostly Cloudy,15,4m SW,2016
Colts,Vikings,DOME,15,3m SSW,2016
Steelers,Bengals,26f Mostly Cloudy,15,7m WNW,2016
Saints,Cardinals,DOME,15,2m N,2016
49ers,Falcons,DOME,15,6m NW,2016
Patriots,Broncos,27f Clear,15,3m N,2016
Raiders,Chargers,60f Clear,15,2m NNW,2016
Buccaneers,Cowboys,26f Clear,15,7m N,2016
Giants,Eagles,41f Mostly Cloudy,16,8m NW,2016
Dolphins,Bills,35f Overcast,16,7m W,2016
Buccaneers,Saints,DOME,16,4m SE,2016
Jets,Patriots,40f Light Rain,16,4m SW,2016
Titans,Jaguars,65f Mostly Cloudy,16,2m NNW,2016
Vikings,Packers,35f Mostly Cloudy,16,4m W,2016
Chargers,Browns,37f Mostly Cloudy,16,10m W,2016
Redskins,Bears,35f Mostly Cloudy,16,1m WNW,2016
Falcons,Panthers,52f Partly Cloudy,16,4m SSW,2016
Colts,Raiders,48f Clear,16,5m NW,2016
Cardinals,Seahawks,39f Mostly Cloudy,16,2m NNW,2016
49ers,Rams,55f Clear,16,7m WNW,2016
Bengals,Texans,72f Partly Cloudy,16,8m SE,2016
Ravens,Steelers,39f Partly Cloudy,16,4m NNE,2016
Broncos,Chiefs,60f Heavy Rain,16,11m S,2016
Browns,Steelers,38f Clear,17,1m SW,2016
Ravens,Bengals,38f Foggy,17,1m E,2016
Texans,Titans,49f Mostly Cloudy,17,2m NE,2016
Panthers,Buccaneers,76f Clear,17,7m SSE,2016
Jaguars,Colts,DOME,17,3m SSE,2016
Patriots,Dolphins,80f Mostly Cloudy,17,10m ESE,2016
Bears,Vikings,DOME,17,2m WNW,2016
Bills,Jets,45f Clear,17,8m NW,2016
Cowboys,Eagles,48f Partly Cloudy,17,6m NW,2016
Cardinals,Rams,56f Clear,17,1m SSW,2016
Raiders,Broncos,48f Partly Cloudy,17,3m NE,2016
Chiefs,Chargers,56f Partly Cloudy,17,4m SW,2016
Seahawks,49ers,52f Partly Cloudy,17,6m WNW,2016
Saints,Falcons,DOME,17,2m ENE,2016
Giants,Redskins,52f Clear,17,1m WNW,2016
Chiefs,Patriots,62f Clear,1,1m WSW,2017
Jets,Bills,61f Partly Cloudy,1,6m NNE,2017
Eagles,Redskins,69f Clear,1,3m NNE,2017
Raiders,Titans,73f Clear,1,4m NE,2017
Jaguars,Texans,80f Clear,1,4m NE,2017
Cardinals,Lions,DOME,1,4m E,2017
Falcons,Bears,66f Clear,1,5m ESE,2017
Ravens,Bengals,69f Clear,1,3m ENE,2017
Steelers,Browns,65f Clear,1,5m ENE,2017
Colts,Rams,85f Clear,1,4m SW,2017
Seahawks,Packers,70f Clear,1,6m SSE,2017
Panthers,49ers,86f Clear,1,2m NW,2017
Giants,Cowboys,78f Clear,1,3m ENE,2017
Saints,Vikings,DOME,1,1m W,2017
Texans,Bengals,67f Mostly Cloudy,2,0m SE,2017
Browns,Ravens,78f Mostly Cloudy,2,1m ENE,2017
Bears,Buccaneers,88f Clear,2,4m NNE,2017
Vikings,Steelers,78f Clear,2,0m S,2017
Patriots,Saints,DOME,2,3m NE,2017
Eagles,Chiefs,65f Overcast,2,3m NNE,2017
Titans,Jaguars,86f Clear,2,7m NNE,2017
Cardinals,Colts,DOME,2,3m SSW,2017
Bills,Panthers,81f Partly Cloudy,2,3m NE,2017
Jets,Raiders,70f Clear,2,3m WSW,2017
Dolphins,Chargers,71f Partly Cloudy,2,3m WSW,2017
49ers,Seahawks,63f Drizzle,2,5m SSW,2017
Redskins,Rams,71f Mostly Cloudy,2,4m SW,2017
Cowboys,Broncos,69f Partly Cloudy,2,1m NW,2017
Packers,Falcons,DOME,2,1m NNW,2017
Rams,49ers,65f Clear,3,5m W,2017
Ravens,Jaguars,70f Partly Cloudy,3,7m SSE,2017
Browns,Colts,DOME,3,2m ESE,2017
Giants,Eagles,87f Clear,3,2m NE,2017
Dolphins,Jets,87f Clear,3,1m NE,2017
Broncos,Bills,84f Clear,3,4m NNE,2017
Saints,Panthers,81f Clear,3,4m NE,2017
Steelers,Bears,87f Clear,3,3m SSE,2017
Falcons,Lions,DOME,3,4m SE,2017
Buccaneers,Vikings,DOME,3,7m S,2017
Texans,Patriots,84f Clear,3,0m NE,2017
Seahawks,Titans,88f Clear,3,2m S,2017
Bengals,Packers,88f Clear,3,7m S,2017
Chiefs,Chargers,81f Clear,3,4m SW,2017
Raiders,Redskins,73f Clear,3,0m SE,2017
Bears,Packers,64f Partly Cloudy,4,4m SW,2017
Saints,Dolphins,62f Mostly Cloudy,4,9m SSW,2017
Titans,Texans,84f Clear,4,0m E,2017
Jaguars,Jets,64f Clear,4,1m N,2017
Panthers,Patriots,61f Clear,4,1m NNW,2017
Lions,Vikings,DOME,4,7m SSE,2017
Bills,Falcons,DOME,4,7m ENE,2017
Steelers,Ravens,64f Clear,4,1m NNE,2017
Bengals,Browns,64f Clear,4,2m SE,2017
Rams,Cowboys,80f Clear,4,3m SSE,2017
Eagles,Chargers,74f Partly Cloudy,4,4m SSW,2017
Giants,Buccaneers,89f Rain,4,4m E,2017
49ers,Cardinals,DOME,4,2m SSE,2017
Raiders,Broncos,70f Possible Drizzle,4,2m NNW,2017
Colts,Seahawks,57f Mostly Cloudy,4,3m NNW,2017
Patriots,Buccaneers,77f Partly Cloudy,5,4m ENE,2017
Jets,Browns,68f Mostly Cloudy,5,5m W,2017
Panthers,Lions,DOME,5,4m SSW,2017
49ers,Colts,DOME,5,6m ESE,2017
Titans,Dolphins,89f Clear,5,6m SE,2017
Bills,Bengals,63f Rain,5,2m ESE,2017
Chargers,Giants,74f Humid and Mostly Cloudy,5,4m SW,2017
Jaguars,Steelers,71f Mostly Cloudy,5,4m WSW,2017
Cardinals,Eagles,77f Light Rain,5,3m SW,2017
Seahawks,Rams,75f Clear,5,4m S,2017
Ravens,Raiders,75f Clear,5,3m NNW,2017
Packers,Cowboys,88f Clear,5,2m SSW,2017
Chiefs,Texans,83f Clear,5,2m S,2017
Eagles,Panthers,73f Mostly Cloudy,6,5m ENE,2017
Bears,Ravens,68f Mostly Cloudy,6,4m SSW,2017
Browns,Texans,85f Clear,6,2m N,2017
Packers,Vikings,DOME,6,4m WNW,2017
Lions,Saints,DOME,6,2m SE,2017
Dolphins,Falcons,DOME,6,3m SW,2017
Patriots,Jets,71f Mostly Cloudy,6,5m SW,2017
49ers,Redskins,69f Mostly Cloudy,6,3m SSW,2017
Buccaneers,Cardinals,DOME,6,1m NE,2017
Rams,Jaguars,84f Partly Cloudy,6,7m ENE,2017
Steelers,Chiefs,60f Clear,6,6m NW,2017
Chargers,Raiders,75f Dry,6,1m NE,2017
Giants,Broncos,53f Clear,6,0m N,2017
Chiefs,Raiders,61f Partly Cloudy,7,4m SW,2017
Buccaneers,Bills,73f Clear,7,3m SSW,2017
Bengals,Steelers,73f Clear,7,1m SSW,2017
Ravens,Vikings,DOME,7,3m WSW,2017
Jets,Dolphins,85f Humid and Partly Cloudy,7,9m ESE,2017
Cardinals,Rams,52f Clear,7,4m WNW,2017
Panthers,Bears,67f Overcast,7,4m SSE,2017
Titans,Browns,74f Clear,7,4m SSW,2017
Saints,Packers,51f Mostly Cloudy,7,5m WNW,2017
Jaguars,Colts,DOME,7,5m S,2017
Cowboys,49ers,69f Clear,7,2m NW,2017
Seahawks,Giants,72f Clear,7,2m SSE,2017
Broncos,Chargers,89f Clear,7,2m W,2017
Falcons,Patriots,56f Partly Cloudy,7,0m E,2017
Dolphins,Ravens,48f Clear,8,0m W,2017
Vikings,Browns,54f Clear,8,5m NNE,2017
Falcons,Jets,62f Rain,8,2m ENE,2017
Panthers,Buccaneers,63f Partly Cloudy,8,9m NW,2017
49ers,Eagles,63f Possible Drizzle,8,2m E,2017
Bears,Saints,DOME,8,5m N,2017
Chargers,Patriots,61f Light Rain,8,1m SE,2017
Raiders,Bills,39f Light Rain,8,2m NNE,2017
Colts,Bengals,39f Mostly Cloudy,8,1m WNW,2017
Texans,Seahawks,50f Overcast,8,0m NE,2017
Cowboys,Redskins,60f Possible Light Rain,8,0m NNE,2017
Steelers,Lions,DOME,8,2m NW,2017
Bills,Jets,64f Clear,9,2m S,2017
Colts,Texans,82f Humid and Partly Cloudy,9,4m SW,2017
Bengals,Jaguars,77f Mostly Cloudy,9,4m NE,2017
Buccaneers,Saints,DOME,9,3m SSW,2017
Rams,Giants,56f Overcast,9,1m ENE,2017
Falcons,Panthers,58f Overcast,9,0m SSE,2017
Broncos,Eagles,62f Overcast,9,1m SE,2017
Ravens,Titans,75f Mostly Cloudy,9,8m SSW,2017
Cardinals,49ers,57f Clear,9,1m NW,2017
Redskins,Seahawks,35f Light Rain,9,4m NNW,2017
Chiefs,Cowboys,90f Clear,9,4m SW,2017
Raiders,Dolphins,76f Clear,9,0m NE,2017
Seahawks,Cardinals,DOME,10,1m WSW,2017
Packers,Bears,39f Light Rain,10,0m NNW,2017
Browns,Lions,DOME,10,1m SSW,2017
Steelers,Colts,DOME,10,0m NE,2017
Chargers,Jaguars,75f Drizzle,10,5m NE,2017
Saints,Bills,37f Mostly Cloudy,10,0m SSW,2017
Jets,Buccaneers,76f Mostly Cloudy,10,6m ENE,2017
Vikings,Redskins,43f Clear,10,1m SSW,2017
Bengals,Titans,52f Mostly Cloudy,10,2m S,2017
Texans,Rams,66f Clear,10,0m SW,2017
Cowboys,Falcons,DOME,10,1m NE,2017
Giants,49ers,63f Clear,10,0m N,2017
Patriots,Broncos,48f Clear,10,0m WNW,2017
Titans,Steelers,37f Mostly Cloudy,11,2m W,2017
Buccaneers,Dolphins,80f Clear,11,4m W,2017
Jaguars,Browns,38f Light Rain,11,8m WNW,2017
Ravens,Packers,26f Partly Cloudy,11,6m WNW,2017
Cardinals,Texans,59f Clear,11,5m NNE,2017
Rams,Vikings,DOME,11,3m SW,2017
Lions,Bears,31f Partly Cloudy,11,6m WNW,2017
Redskins,Saints,DOME,11,8m N,2017
Chiefs,Giants,49f Mostly Cloudy,11,8m WNW,2017
Bills,Chargers,72f Clear,11,1m WSW,2017
Bengals,Broncos,59f Clear,11,0m WSW,2017
Patriots,Raiders,64f Mostly Cloudy,11,3m NNW,2017
Eagles,Cowboys,52f Clear,11,0m ESE,2017
Vikings,Lions,DOME,12,7m SW,2017
Chargers,Cowboys,67f Clear,12,1m S,2017
Giants,Redskins,32f Clear,12,0m SSE,2017
Bills,Chiefs,58f Clear,12,3m SSW,2017
Titans,Colts,DOME,12,3m W,2017
Browns,Bengals,46f Clear,12,2m WSW,2017
Buccaneers,Falcons,DOME,12,4m NNW,2017
Dolphins,Patriots,46f Partly Cloudy,12,4m WNW,2017
Bears,Eagles,48f Clear,12,5m NW,2017
Panthers,Jets,46f Clear,12,6m WNW,2017
Seahawks,49ers,63f Partly Cloudy,12,4m SSE,2017
Saints,Rams,67f Clear,12,2m SW,2017
Jaguars,Cardinals,DOME,12,0m SSW,2017
Broncos,Raiders,61f Partly Cloudy,12,6m S,2017
Packers,Steelers,36f Clear,12,1m SW,2017
Redskins,Cowboys,58f Clear,13,0m NNE,2017
Vikings,Falcons,DOME,13,1m NNE,2017
Texans,Titans,59f Clear,13,2m ESE,2017
Chiefs,Jets,46f Mostly Cloudy,13,0m E,2017
Broncos,Dolphins,80f Clear,13,5m ENE,2017
Lions,Ravens,51f Clear,13,1m WSW,2017
Patriots,Bills,46f Clear,13,2m SW,2017
49ers,Bears,50f Clear,13,2m SSW,2017
Buccaneers,Packers,41f Clear,13,1m S,2017
Colts,Jaguars,67f Mostly Cloudy,13,2m NNE,2017
Browns,Chargers,66f Clear,13,2m SSW,2017
Panthers,Saints,DOME,13,3m NE,2017
Giants,Raiders,55f Clear,13,3m NW,2017
